LET spectra each 0.1 cm
 cell  400                                                                                                                             
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   0.00000E+00 0.0000
    5.3796E+00   0.00000E+00 0.0000
    5.5352E+00   0.00000E+00 0.0000
    5.6954E+00   0.00000E+00 0.0000
    5.8601E+00   0.00000E+00 0.0000
    6.0297E+00   1.94493E-09 0.2195
    6.2041E+00   8.09602E-09 0.1333
    6.3836E+00   4.78847E-03 0.0009
    6.5683E+00   5.49576E-05 0.0031
    6.7583E+00   1.96805E-03 0.0014
    6.9538E+00   4.66392E-05 0.0036
    7.1550E+00   9.90056E-04 0.0020
    7.3619E+00   2.50193E-05 0.0046
    7.5749E+00   6.46601E-04 0.0025
    7.7941E+00   2.06258E-05 0.0053
    8.0195E+00   2.29852E-05 0.0052
    8.2515E+00   4.62729E-04 0.0029
    8.4902E+00   1.84145E-05 0.0056
    8.7359E+00   3.42552E-04 0.0033
    8.9886E+00   1.87158E-05 0.0058
    9.2486E+00   2.63143E-04 0.0037
    9.5162E+00   1.67346E-05 0.0061
    9.7915E+00   1.80165E-05 0.0060
    1.0075E+01   2.13675E-04 0.0039
    1.0366E+01   1.81250E-05 0.0061
    1.0666E+01   1.75257E-04 0.0043
    1.0975E+01   1.56099E-05 0.0064
    1.1292E+01   1.39250E-04 0.0047
    1.1619E+01   1.50271E-05 0.0065
    1.1955E+01   1.49651E-05 0.0066
    1.2301E+01   1.17189E-04 0.0050
    1.2657E+01   1.53716E-05 0.0066
    1.3023E+01   9.20368E-05 0.0053
    1.3400E+01   1.52123E-05 0.0068
    1.3787E+01   1.52924E-05 0.0068
    1.4186E+01   7.31913E-05 0.0056
    1.4596E+01   1.20116E-05 0.0071
    1.5019E+01   6.62933E-05 0.0060
    1.5453E+01   6.99804E-06 0.0077
    1.5900E+01   6.22674E-06 0.0079
    1.6360E+01   2.43618E-05 0.0069
    1.6834E+01   2.23597E-06 0.0066
    1.7321E+01   1.10031E-05 0.0041
    1.7822E+01   1.57819E-06 0.0047
    1.8337E+01   8.59865E-06 0.0026
    1.8868E+01   1.35214E-06 0.0045
    1.9413E+01   1.34439E-06 0.0045
    1.9975E+01   7.40189E-06 0.0025
    2.0553E+01   1.18252E-06 0.0044
    2.1148E+01   6.59491E-06 0.0025
    2.1759E+01   1.10694E-06 0.0042
    2.2389E+01   1.04831E-06 0.0044
    2.3037E+01   5.85129E-06 0.0025
    2.3703E+01   9.21268E-07 0.0043
    2.4389E+01   5.20443E-06 0.0025
    2.5094E+01   8.90646E-07 0.0041
    2.5820E+01   8.25486E-07 0.0042
    2.6567E+01   4.64218E-06 0.0025
    2.7336E+01   7.14498E-07 0.0042
    2.8127E+01   4.10640E-06 0.0025
    2.8940E+01   7.09538E-07 0.0039
    2.9777E+01   6.40204E-07 0.0041
    3.0639E+01   3.67797E-06 0.0024
    3.1525E+01   5.54826E-07 0.0041
    3.2437E+01   3.24825E-06 0.0024
    3.3376E+01   5.57573E-07 0.0038
    3.4341E+01   4.96035E-07 0.0040
    3.5335E+01   2.90557E-06 0.0024
    3.6357E+01   4.23667E-07 0.0040
    3.7409E+01   2.56605E-06 0.0024
    3.8491E+01   4.34506E-07 0.0037
    3.9604E+01   3.90377E-07 0.0038
    4.0750E+01   2.28315E-06 0.0023
    4.1929E+01   3.22473E-07 0.0039
    4.3142E+01   2.02693E-06 0.0023
    4.4390E+01   3.33180E-07 0.0036
    4.5674E+01   1.73370E-06 0.0023
    4.6996E+01   3.65887E-07 0.0032
    4.8355E+01   2.47222E-07 0.0038
    4.9754E+01   1.59831E-06 0.0022
    5.1193E+01   2.50374E-07 0.0035
    5.2674E+01   1.36050E-06 0.0022
    5.4198E+01   2.80699E-07 0.0031
    5.5766E+01   1.90102E-07 0.0037
    5.7379E+01   1.25314E-06 0.0022
    5.9039E+01   1.85251E-07 0.0035
    6.0747E+01   1.07514E-06 0.0022
    6.2505E+01   2.04173E-07 0.0031
    6.4313E+01   1.55426E-07 0.0036
    6.6174E+01   9.70361E-07 0.0021
    6.8088E+01   1.34074E-07 0.0035
    7.0058E+01   8.46770E-07 0.0021
    7.2084E+01   1.42484E-07 0.0032
    7.4170E+01   7.16694E-07 0.0021
    7.6315E+01   1.55891E-07 0.0028
    7.8523E+01   1.02970E-07 0.0035
    8.0795E+01   6.63064E-07 0.0021
    8.3132E+01   9.83216E-08 0.0033
    8.5537E+01   5.73770E-07 0.0021
    8.8012E+01   1.01052E-07 0.0030
    9.0558E+01   4.88052E-07 0.0021
    9.3178E+01   1.03836E-07 0.0028
    9.5873E+01   7.21607E-08 0.0033
    9.8647E+01   4.44381E-07 0.0021
    1.0150E+02   6.39459E-08 0.0033
    1.0444E+02   3.84728E-07 0.0020
    1.0746E+02   6.41870E-08 0.0030
    1.1057E+02   3.25723E-07 0.0020
    1.1377E+02   6.68503E-08 0.0028
    1.1706E+02   4.77377E-08 0.0032
    1.2044E+02   2.93111E-07 0.0020
    1.2393E+02   4.16490E-08 0.0032
    1.2751E+02   2.52184E-07 0.0020
    1.3120E+02   4.24869E-08 0.0030
    1.3500E+02   2.11601E-07 0.0020
    1.3890E+02   4.43052E-08 0.0027
    1.4292E+02   3.01164E-08 0.0033
    1.4706E+02   1.90377E-07 0.0020
    1.5131E+02   2.79383E-08 0.0031
    1.5569E+02   1.61209E-07 0.0020
    1.6019E+02   2.95605E-08 0.0028
    1.6483E+02   2.36993E-08 0.0031
    1.6959E+02   1.40672E-07 0.0020
    1.7450E+02   1.95050E-08 0.0032
    1.7955E+02   1.21029E-07 0.0020
    1.8474E+02   1.98129E-08 0.0030
    1.9009E+02   1.01001E-07 0.0020
    1.9559E+02   2.06735E-08 0.0027
    2.0124E+02   1.43634E-08 0.0032
    2.0707E+02   8.98979E-08 0.0020
    2.1306E+02   1.34163E-08 0.0031
    2.1922E+02   7.57811E-08 0.0020
    2.2556E+02   1.42396E-08 0.0028
    2.3209E+02   1.13193E-08 0.0031
    2.3880E+02   6.63886E-08 0.0020
    2.4571E+02   9.58514E-09 0.0031
    2.5282E+02   5.73652E-08 0.0020
    2.6013E+02   9.32744E-09 0.0029
    2.6766E+02   4.85030E-08 0.0020
    2.7540E+02   9.40430E-09 0.0027
    2.8337E+02   6.74645E-09 0.0030
    2.9157E+02   5.47622E-09 0.0025
    3.0000E+02   0.00000E+00 0.0000
      total      1.08457E-02 0.0006
 
 cell  441                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   0.00000E+00 0.0000
    5.3796E+00   0.00000E+00 0.0000
    5.5352E+00   0.00000E+00 0.0000
    5.6954E+00   0.00000E+00 0.0000
    5.8601E+00   0.00000E+00 0.0000
    6.0297E+00   5.55741E-11 1.0000
    6.2041E+00   5.00182E-10 0.3685
    6.3836E+00   4.66353E-03 0.0009
    6.5683E+00   5.38432E-05 0.0030
    6.7583E+00   1.95518E-03 0.0014
    6.9538E+00   5.80863E-05 0.0033
    7.1550E+00   1.04015E-03 0.0019
    7.3619E+00   2.83316E-05 0.0044
    7.5749E+00   6.57970E-04 0.0024
    7.7941E+00   1.98083E-05 0.0052
    8.0195E+00   2.00390E-05 0.0053
    8.2515E+00   4.69658E-04 0.0029
    8.4902E+00   1.86849E-05 0.0055
    8.7359E+00   3.37529E-04 0.0033
    8.9886E+00   2.05958E-05 0.0056
    9.2486E+00   2.70969E-04 0.0036
    9.5162E+00   1.55727E-05 0.0061
    9.7915E+00   1.62545E-05 0.0061
    1.0075E+01   2.11152E-04 0.0040
    1.0366E+01   1.80782E-05 0.0060
    1.0666E+01   1.78321E-04 0.0042
    1.0975E+01   1.71602E-05 0.0062
    1.1292E+01   1.39233E-04 0.0046
    1.1619E+01   1.62002E-05 0.0064
    1.1955E+01   1.63914E-05 0.0064
    1.2301E+01   1.14279E-04 0.0049
    1.2657E+01   1.65660E-05 0.0064
    1.3023E+01   9.32754E-05 0.0052
    1.3400E+01   1.44148E-05 0.0068
    1.3787E+01   1.53662E-05 0.0068
    1.4186E+01   7.80605E-05 0.0056
    1.4596E+01   1.11514E-05 0.0071
    1.5019E+01   6.73024E-05 0.0058
    1.5453E+01   9.53393E-06 0.0070
    1.5900E+01   9.19454E-06 0.0070
    1.6360E+01   3.96694E-05 0.0065
    1.6834E+01   3.45456E-06 0.0078
    1.7321E+01   1.49482E-05 0.0061
    1.7822E+01   1.78660E-06 0.0054
    1.8337E+01   9.30013E-06 0.0031
    1.8868E+01   1.40234E-06 0.0045
    1.9413E+01   1.39001E-06 0.0045
    1.9975E+01   7.63464E-06 0.0025
    2.0553E+01   1.20548E-06 0.0044
    2.1148E+01   6.69826E-06 0.0025
    2.1759E+01   1.12177E-06 0.0042
    2.2389E+01   1.07031E-06 0.0043
    2.3037E+01   5.94101E-06 0.0025
    2.3703E+01   9.34395E-07 0.0043
    2.4389E+01   5.28188E-06 0.0025
    2.5094E+01   9.04340E-07 0.0040
    2.5820E+01   8.32728E-07 0.0042
    2.6567E+01   4.70179E-06 0.0025
    2.7336E+01   7.30294E-07 0.0041
    2.8127E+01   4.17651E-06 0.0024
    2.8940E+01   7.18275E-07 0.0039
    2.9777E+01   6.49203E-07 0.0041
    3.0639E+01   3.72992E-06 0.0024
    3.1525E+01   5.62620E-07 0.0040
    3.2437E+01   3.29186E-06 0.0024
    3.3376E+01   5.69573E-07 0.0037
    3.4341E+01   5.02074E-07 0.0040
    3.5335E+01   2.94851E-06 0.0024
    3.6357E+01   4.31181E-07 0.0040
    3.7409E+01   2.61314E-06 0.0023
    3.8491E+01   4.45442E-07 0.0036
    3.9604E+01   3.95689E-07 0.0038
    4.0750E+01   2.32822E-06 0.0023
    4.1929E+01   3.29390E-07 0.0039
    4.3142E+01   2.06168E-06 0.0023
    4.4390E+01   3.37866E-07 0.0036
    4.5674E+01   1.76516E-06 0.0023
    4.6996E+01   3.70150E-07 0.0031
    4.8355E+01   2.51001E-07 0.0038
    4.9754E+01   1.62394E-06 0.0022
    5.1193E+01   2.53655E-07 0.0035
    5.2674E+01   1.38570E-06 0.0022
    5.4198E+01   2.84900E-07 0.0031
    5.5766E+01   1.93287E-07 0.0037
    5.7379E+01   1.27256E-06 0.0022
    5.9039E+01   1.87865E-07 0.0035
    6.0747E+01   1.09086E-06 0.0022
    6.2505E+01   2.07397E-07 0.0031
    6.4313E+01   1.57147E-07 0.0035
    6.6174E+01   9.85339E-07 0.0021
    6.8088E+01   1.36346E-07 0.0035
    7.0058E+01   8.59514E-07 0.0021
    7.2084E+01   1.44276E-07 0.0032
    7.4170E+01   7.27549E-07 0.0021
    7.6315E+01   1.57445E-07 0.0028
    7.8523E+01   1.04147E-07 0.0035
    8.0795E+01   6.71619E-07 0.0021
    8.3132E+01   9.97494E-08 0.0033
    8.5537E+01   5.80178E-07 0.0021
    8.8012E+01   1.02161E-07 0.0030
    9.0558E+01   4.93179E-07 0.0021
    9.3178E+01   1.04875E-07 0.0028
    9.5873E+01   7.29253E-08 0.0033
    9.8647E+01   4.49197E-07 0.0020
    1.0150E+02   6.44807E-08 0.0032
    1.0444E+02   3.88990E-07 0.0020
    1.0746E+02   6.48035E-08 0.0030
    1.1057E+02   3.28562E-07 0.0020
    1.1377E+02   6.75797E-08 0.0028
    1.1706E+02   4.80098E-08 0.0032
    1.2044E+02   2.95509E-07 0.0020
    1.2393E+02   4.19402E-08 0.0032
    1.2751E+02   2.54187E-07 0.0020
    1.3120E+02   4.28961E-08 0.0030
    1.3500E+02   2.13295E-07 0.0020
    1.3890E+02   4.46245E-08 0.0027
    1.4292E+02   3.05474E-08 0.0032
    1.4706E+02   1.91721E-07 0.0020
    1.5131E+02   2.83068E-08 0.0031
    1.5569E+02   1.62400E-07 0.0020
    1.6019E+02   2.97508E-08 0.0028
    1.6483E+02   2.40232E-08 0.0031
    1.6959E+02   1.41715E-07 0.0020
    1.7450E+02   1.95788E-08 0.0032
    1.7955E+02   1.22139E-07 0.0020
    1.8474E+02   1.98436E-08 0.0030
    1.9009E+02   1.01845E-07 0.0020
    1.9559E+02   2.08467E-08 0.0027
    2.0124E+02   1.44687E-08 0.0032
    2.0707E+02   9.05035E-08 0.0020
    2.1306E+02   1.36014E-08 0.0031
    2.1922E+02   7.63045E-08 0.0020
    2.2556E+02   1.43537E-08 0.0028
    2.3209E+02   1.13867E-08 0.0031
    2.3880E+02   6.68058E-08 0.0020
    2.4571E+02   9.64558E-09 0.0031
    2.5282E+02   5.77481E-08 0.0020
    2.6013E+02   9.35207E-09 0.0029
    2.6766E+02   4.88612E-08 0.0020
    2.7540E+02   9.44922E-09 0.0027
    2.8337E+02   6.82176E-09 0.0030
    2.9157E+02   5.50296E-09 0.0025
    3.0000E+02   0.00000E+00 0.0000
      total      1.08249E-02 0.0006
 
 cell  442                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
    5.0814E+00   0.00000E+00 0.0000
    5.2284E+00   0.00000E+00 0.0000
    5.3796E+00   0.00000E+00 0.0000
    5.5352E+00   0.00000E+00 0.0000
    5.6954E+00   0.00000E+00 0.0000
    5.8601E+00   0.00000E+00 0.0000
    6.0297E+00   0.00000E+00 0.0000
    6.2041E+00   0.00000E+00 0.0000
    6.3836E+00   4.49758E-03 0.0009
    6.5683E+00   7.87544E-05 0.0026
    6.7583E+00   1.95359E-03 0.0014
    6.9538E+00   5.58586E-05 0.0034
    7.1550E+00   1.09031E-03 0.0019
    7.3619E+00   3.68463E-05 0.0040
    7.5749E+00   6.74694E-04 0.0024
    7.7941E+00   2.40526E-05 0.0049
    8.0195E+00   2.23447E-05 0.0050
    8.2515E+00   4.66960E-04 0.0028
    8.4902E+00   2.20804E-05 0.0052
    8.7359E+00   3.35693E-04 0.0033
    8.9886E+00   1.96934E-05 0.0056
    9.2486E+00   2.79828E-04 0.0035
    9.5162E+00   1.70362E-05 0.0059
    9.7915E+00   1.65007E-05 0.0060
    1.0075E+01   2.09556E-04 0.0040
    1.0366E+01   1.60428E-05 0.0062
    1.0666E+01   1.78849E-04 0.0042
    1.0975E+01   1.67766E-05 0.0062
    1.1292E+01   1.41879E-04 0.0046
    1.1619E+01   1.55639E-05 0.0063
    1.1955E+01   1.66030E-05 0.0063
    1.2301E+01   1.14812E-04 0.0049
    1.2657E+01   1.56324E-05 0.0064
    1.3023E+01   9.89234E-05 0.0052
    1.3400E+01   1.34880E-05 0.0068
    1.3787E+01   1.40032E-05 0.0068
    1.4186E+01   8.05221E-05 0.0055
    1.4596E+01   1.20551E-05 0.0069
    1.5019E+01   6.40770E-05 0.0057
    1.5453E+01   9.69444E-06 0.0068
    1.5900E+01   1.02281E-05 0.0067
    1.6360E+01   5.42863E-05 0.0060
    1.6834E+01   5.70734E-06 0.0074
    1.7321E+01   2.41824E-05 0.0069
    1.7822E+01   2.42469E-06 0.0070
    1.8337E+01   1.11752E-05 0.0048
    1.8868E+01   1.53352E-06 0.0049
    1.9413E+01   1.50596E-06 0.0048
    1.9975E+01   8.03330E-06 0.0027
    2.0553E+01   1.24493E-06 0.0043
    2.1148E+01   6.91530E-06 0.0025
    2.1759E+01   1.16182E-06 0.0041
    2.2389E+01   1.08982E-06 0.0043
    2.3037E+01   6.05679E-06 0.0025
    2.3703E+01   9.43713E-07 0.0042
    2.4389E+01   5.35789E-06 0.0025
    2.5094E+01   9.15750E-07 0.0040
    2.5820E+01   8.41232E-07 0.0042
    2.6567E+01   4.77173E-06 0.0024
    2.7336E+01   7.35548E-07 0.0041
    2.8127E+01   4.22725E-06 0.0024
    2.8940E+01   7.30356E-07 0.0038
    2.9777E+01   6.54940E-07 0.0040
    3.0639E+01   3.77411E-06 0.0024
    3.1525E+01   5.69259E-07 0.0040
    3.2437E+01   3.33683E-06 0.0024
    3.3376E+01   5.76865E-07 0.0037
    3.4341E+01   5.07582E-07 0.0039
    3.5335E+01   2.98073E-06 0.0023
    3.6357E+01   4.35084E-07 0.0039
    3.7409E+01   2.62663E-06 0.0023
    3.8491E+01   4.48459E-07 0.0036
    3.9604E+01   3.97593E-07 0.0038
    4.0750E+01   2.33572E-06 0.0023
    4.1929E+01   3.29108E-07 0.0039
    4.3142E+01   2.06776E-06 0.0023
    4.4390E+01   3.40889E-07 0.0035
    4.5674E+01   1.76804E-06 0.0022
    4.6996E+01   3.72557E-07 0.0031
    4.8355E+01   2.52868E-07 0.0038
    4.9754E+01   1.62840E-06 0.0022
    5.1193E+01   2.54229E-07 0.0035
    5.2674E+01   1.39043E-06 0.0022
    5.4198E+01   2.84873E-07 0.0031
    5.5766E+01   1.95501E-07 0.0037
    5.7379E+01   1.27767E-06 0.0022
    5.9039E+01   1.89170E-07 0.0035
    6.0747E+01   1.09793E-06 0.0021
    6.2505E+01   2.09585E-07 0.0031
    6.4313E+01   1.57397E-07 0.0035
    6.6174E+01   9.91349E-07 0.0021
    6.8088E+01   1.38351E-07 0.0035
    7.0058E+01   8.65363E-07 0.0021
    7.2084E+01   1.45840E-07 0.0032
    7.4170E+01   7.33151E-07 0.0021
    7.6315E+01   1.58315E-07 0.0028
    7.8523E+01   1.06137E-07 0.0034
    8.0795E+01   6.78598E-07 0.0021
    8.3132E+01   1.00455E-07 0.0033
    8.5537E+01   5.87572E-07 0.0021
    8.8012E+01   1.03047E-07 0.0030
    9.0558E+01   4.98961E-07 0.0020
    9.3178E+01   1.06237E-07 0.0028
    9.5873E+01   7.36970E-08 0.0033
    9.8647E+01   4.53971E-07 0.0020
    1.0150E+02   6.52153E-08 0.0032
    1.0444E+02   3.92590E-07 0.0020
    1.0746E+02   6.58100E-08 0.0030
    1.1057E+02   3.31958E-07 0.0020
    1.1377E+02   6.85358E-08 0.0027
    1.1706E+02   4.85203E-08 0.0032
    1.2044E+02   2.98654E-07 0.0020
    1.2393E+02   4.26962E-08 0.0032
    1.2751E+02   2.56840E-07 0.0020
    1.3120E+02   4.35450E-08 0.0029
    1.3500E+02   2.15651E-07 0.0020
    1.3890E+02   4.52252E-08 0.0027
    1.4292E+02   3.09723E-08 0.0032
    1.4706E+02   1.93949E-07 0.0020
    1.5131E+02   2.86155E-08 0.0031
    1.5569E+02   1.64355E-07 0.0020
    1.6019E+02   3.01679E-08 0.0028
    1.6483E+02   2.43095E-08 0.0031
    1.6959E+02   1.43438E-07 0.0020
    1.7450E+02   1.98304E-08 0.0032
    1.7955E+02   1.23514E-07 0.0020
    1.8474E+02   2.01093E-08 0.0029
    1.9009E+02   1.03044E-07 0.0020
    1.9559E+02   2.10973E-08 0.0027
    2.0124E+02   1.46063E-08 0.0032
    2.0707E+02   9.16581E-08 0.0020
    2.1306E+02   1.37026E-08 0.0030
    2.1922E+02   7.72386E-08 0.0020
    2.2556E+02   1.45191E-08 0.0027
    2.3209E+02   1.15321E-08 0.0031
    2.3880E+02   6.76653E-08 0.0020
    2.4571E+02   9.75459E-09 0.0031
    2.5282E+02   5.84828E-08 0.0020
    2.6013E+02   9.46176E-09 0.0029
    2.6766E+02   4.94599E-08 0.0020
    2.7540E+02   9.58499E-09 0.0027
    2.8337E+02   6.87925E-09 0.0030
    2.9157E+02   5.57948E-09 0.0025
    3.0000E+02   0.00000E+00 0.0000
      total      1.08038E-02 0.0006
 
 cell  443                                                                                                                             
    s(e) (MeV/cm)
    1.0000E+00   0.00000E+00 0.0000
    1.0289E+00   0.00000E+00 0.0000
    1.0587E+00   0.00000E+00 0.0000
    1.0893E+00   0.00000E+00 0.0000
    1.1208E+00   0.00000E+00 0.0000
    1.1533E+00   0.00000E+00 0.0000
    1.1866E+00   0.00000E+00 0.0000
    1.2210E+00   0.00000E+00 0.0000
    1.2563E+00   0.00000E+00 0.0000
    1.2926E+00   0.00000E+00 0.0000
    1.3300E+00   0.00000E+00 0.0000
    1.3685E+00   0.00000E+00 0.0000
    1.4081E+00   0.00000E+00 0.0000
    1.4488E+00   0.00000E+00 0.0000
    1.4907E+00   0.00000E+00 0.0000
    1.5339E+00   0.00000E+00 0.0000
    1.5782E+00   0.00000E+00 0.0000
    1.6239E+00   0.00000E+00 0.0000
    1.6709E+00   0.00000E+00 0.0000
    1.7192E+00   0.00000E+00 0.0000
    1.7689E+00   0.00000E+00 0.0000
    1.8201E+00   0.00000E+00 0.0000
    1.8728E+00   0.00000E+00 0.0000
    1.9269E+00   0.00000E+00 0.0000
    1.9827E+00   0.00000E+00 0.0000
    2.0400E+00   0.00000E+00 0.0000
    2.0991E+00   0.00000E+00 0.0000
    2.1598E+00   0.00000E+00 0.0000
    2.2223E+00   0.00000E+00 0.0000
    2.2866E+00   0.00000E+00 0.0000
    2.3527E+00   0.00000E+00 0.0000
    2.4208E+00   0.00000E+00 0.0000
    2.4908E+00   0.00000E+00 0.0000
    2.5629E+00   0.00000E+00 0.0000
    2.6370E+00   0.00000E+00 0.0000
    2.7133E+00   0.00000E+00 0.0000
    2.7918E+00   0.00000E+00 0.0000
    2.8725E+00   0.00000E+00 0.0000
    2.9557E+00   0.00000E+00 0.0000
    3.0412E+00   0.00000E+00 0.0000
    3.1291E+00   0.00000E+00 0.0000
    3.2197E+00   0.00000E+00 0.0000
    3.3128E+00   0.00000E+00 0.0000
    3.4086E+00   0.00000E+00 0.0000
    3.5072E+00   0.00000E+00 0.0000
    3.6087E+00   0.00000E+00 0.0000
    3.7131E+00   0.00000E+00 0.0000
    3.8205E+00   0.00000E+00 0.0000
    3.9311E+00   0.00000E+00 0.0000
    4.0448E+00   0.00000E+00 0.0000
    4.1618E+00   0.00000E+00 0.0000
    4.2822E+00   0.00000E+00 0.0000
    4.4061E+00   0.00000E+00 0.0000
    4.5335E+00   0.00000E+00 0.0000
    4.6647E+00   0.00000E+00 0.0000
    4.7996E+00   0.00000E+00 0.0000
    4.9385E+00   0.00000E+00 0.0000
